GalaxyID,e1,e2
223,0.0445538,0.0266692
224,0.0047623,-0.051177
225,0.0291982,-0.0571646
226,0.22801,0.0737698
227,0.209064,-0.101217
228,0.244787,0.216882
229,-0.102352,0.187498
230,0.0123813,0.0829266
231,-0.177923,0.0441531
232,-0.119347,-0.0552306
233,0.159955,0.181055
234,-0.177024,-0.0109192
235,-0.0124197,-0.156763
236,-0.0330485,0.0814533
237,0.0292706,0.233993
238,0.0176261,0.0556332
239,-0.0084366,0.0846007
240,-0.043717,-0.0361664
241,-0.183774,0.0197528
242,0.289325,-0.0336259
243,0.0359517,0.186555
244,0.0405703,-0.0929392
245,0.273776,0.135643
246,-0.301391,-0.154216
247,0.215328,0.0047753
248,-0.223294,0.097807
249,-0.0013535,0.207367
250,0.211482,0.0331982
251,0.222292,0.0158365
252,0.105941,0.188823
253,-0.197975,-0.0450093
254,-0.300011,-0.0741243
255,-0.0835997,0.157985
256,-0.162516,-0.0349647
257,0.175264,-0.124116
258,0.0424757,0.08282
259,-0.138104,-0.0290661
260,-0.04796,0.13449
261,-0.149637,-0.0644443
262,-0.168527,-0.0766445
263,-0.321382,0.136821
264,0.0543093,0.198646
265,0.0555987,0.268942
266,0.034038,0.0587757
267,-0.0330756,0.0695695
268,-0.0156044,0.0639246
269,0.0534905,0.133938
270,0.007723,0.0627668
271,-0.178375,-0.0247483
272,0.284273,0.0080745
273,-0.0348052,-0.106889
274,-0.111058,0.133952
275,0.232528,0.214774
276,0.156546,-0.0571657
277,0.111181,0.0631842
278,0.168948,0.0039213
279,-0.038792,0.0875178
280,0.122395,-0.113525
281,0.0201898,-0.117352
282,0.009479,0.16522
283,-0.15858,0.0785379
284,-0.0529872,-0.182153
285,-0.263747,-0.163425
286,-0.11706,0.170296
287,-0.0647052,-0.119512
288,0.188673,0.159914
289,0.149787,0.0851823
290,-0.101059,0.118321
291,0.0979337,0.0116111
292,-0.220054,0.257848
293,0.0198722,0.181148
294,0.397568,0.0215814
295,-0.0136238,0.0172658
296,-0.11107,0.0499343
297,-0.0282958,-0.0550437
298,0.136153,0.187894
299,-0.201467,-0.0246901
300,0.091899,-0.0370303
301,0.275995,0.0382255
302,-0.140865,-0.0210302
303,0.24372,-0.0411971
304,0.151557,0.142088
305,-0.064045,0.251676
306,-0.395146,0.168808
307,0.128078,-0.0991139
308,-0.116898,-0.0945816
309,-0.150567,0.107099
310,0.179085,0.0287341
311,0.188484,0.100433
312,0.092758,-0.342323
313,0.135566,-0.251606
314,-0.105892,-0.0049087
315,0.0001832,0.0321072
316,-0.0761855,-0.148697
317,-0.187199,0.0198432
318,-0.204134,-0.0139746
319,0.0207573,0.0786487
320,0.123489,0.0765036
321,0.130387,0.0373766
322,0.139166,0.0084809
323,0.0130415,-0.331012
324,0.271144,0.0693207
325,0.09658,-0.212161
326,0.0161124,0.171818
327,-0.18443,0.106295
328,-0.218583,-0.0709409
329,-0.001108,0.102281
330,0.271576,0.26148
331,-0.0216931,0.0592724
332,-0.0978314,-0.294412
333,-0.154903,0.0787625
334,0.209265,0.14793
335,-0.0197209,0.126117
336,-0.52973,0.251868
337,-0.277648,-0.0293357
338,0.020351,-0.0496605
339,0.082406,-0.423088
340,0.0071737,-0.0592148
341,0.027212,0.0377682
342,0.15701,0.226469
343,0.0483962,0.0333666
344,-0.0309096,0.15838
345,0.180145,-0.166245
346,0.0997285,-0.220182
347,0.081933,-0.0881804
348,0.0569012,0.190353
349,-0.23801,-0.0023458
350,0.119563,-0.12475
351,-0.0520894,0.075114
352,-0.0126789,0.107496
353,0.105901,0.212931
354,-0.0717556,-0.214982
355,-0.333592,0.0234146
356,0.176866,-0.252262
357,-0.0562652,0.0710148
358,0.0504367,0.155529
359,0.344865,-0.128308
360,-0.124899,-0.0780282
361,-0.0069804,0.0294605
362,-0.092255,-0.109654
363,-0.0893685,-0.0194279
364,0.202075,-0.153144
365,-0.0681258,0.180273
366,-0.148223,-0.241488
367,-0.0591318,-0.130649
368,0.320173,0.0132091
369,-0.154173,-0.266127
370,0.157422,0.22119
371,-0.127194,-0.0873674
372,-0.0911046,-0.0749709
373,-0.0177279,-0.0111486
374,-0.056365,-0.386607
375,0.220166,0.115182
376,0.0172936,-0.194835
377,0.0449802,0.228041
378,-0.109665,0.166775
379,-0.193343,0.0714674
380,-0.128808,-0.208765
381,-0.0344585,-0.0988495
382,-0.132365,-0.0217146
383,-0.0878554,-0.297881
384,0.0160988,0.318702
385,0.233557,-0.0283977
386,-0.0895153,0.02208
387,0.0959658,-0.0863297
388,-0.161286,0.0701105
389,-0.276618,0.146897
390,-0.0899346,-0.0212592
391,-0.202399,0.117687
392,0.193729,-0.12355
393,0.0453703,-0.0623059
394,-0.215446,0.0505273
395,0.0388456,0.0737262
396,0.0108211,-0.0320666
397,-0.056756,-0.0469922
398,0.2489,0.324544
399,-0.143502,-0.0269289
400,0.112416,-0.0172606
401,0.146966,0.0416226
402,0.149045,-0.0155429
403,-0.134412,-0.0151824
404,0.168223,0.180783
405,-0.0115779,-0.0229919
406,-0.12813,0.0112796
407,-0.0738845,0.0057695
408,0.0056087,0.0827593
409,0.0054541,0.0769861
410,-0.231113,-0.0528369
411,0.261031,0.187063
412,-0.156523,0.27596
413,-0.291638,-0.215071
414,0.358714,-0.219956
415,0.0456428,0.0785527
416,-0.28894,-0.344178
417,-0.275402,0.154954
418,0.0090083,-0.0515778
419,-0.0986141,0.0715025
420,0.067183,0.0532313
421,-0.188242,-0.0434
422,-0.268234,0.0118509
423,-0.308777,-0.0216396
424,-0.231579,-0.104247
425,-0.26422,0.0786471
426,-0.233139,-0.158481
427,-0.245089,0.135201
428,0.159307,0.130053
429,0.0489868,0.0150421
430,-0.0728029,0.160364
431,-0.0906274,0.0996499
432,0.0245979,0.0910014
433,0.110147,0.201153
434,0.0512304,-0.0317765
435,0.166276,0.121056
436,-0.0490677,-0.0094917
437,0.0908252,-0.0583398
438,-0.178517,0.0714228
439,0.0396646,-0.1087
440,-0.0321481,0.0454354
441,-0.243844,-0.116081
442,0.101059,-0.0304259
443,-0.154247,0.0643634
444,0.0821723,0.0465137
445,-0.0452318,0.102994
446,0.0733988,0.232477
447,0.101563,-0.018588
448,-0.147388,-0.0244742
449,0.0885765,0.0919762
450,-0.0444641,0.0069289
451,0.0386087,0.206458
452,-0.369023,-0.178585
453,-0.0784154,0.181911
454,0.239794,-0.220626
455,0.123524,-0.309022
456,0.0522708,-0.049712
457,-0.0901831,0.0127691
458,-0.128497,-0.0550648
459,0.0428489,-0.14271
460,0.0494927,-0.0549858
461,-0.191839,-0.0753998
462,0.166516,-0.252631
463,-0.008295,-0.505591
464,0.103599,-0.0372496
465,0.159037,0.0879451
466,-0.0600765,-0.0261969
467,-0.147106,-0.0389204
468,0.0205831,-0.0163189
469,0.0194393,-0.0168983
470,-0.17755,0.190207
471,0.25463,0.172268
472,0.206927,-0.0207994
473,0.216654,-0.0662039
474,0.103694,0.140723
475,-0.307867,0.0718323
476,-0.224287,-0.0204534
477,-0.157931,-0.0846612
478,0.082736,-0.117611
479,0.0849839,0.0683132
480,-0.256849,-0.133768
481,0.165751,0.0863941
482,-0.0437553,0.141621
483,0.0918555,0.0770139
484,0.0846034,-0.0156532
485,-0.314593,0.0631642
486,0.0030057,-0.0134996
487,-0.220849,0.0684897
488,0.0849392,0.0713513
489,0.12698,0.0903519
490,0.0085346,0.238024
491,0.221958,-0.340772
492,-0.245762,0.0322734
493,-0.0066635,0.0709161
494,-0.29653,-0.126663
495,-0.0558568,-0.0298911
496,0.0085469,-0.237491
497,0.0265363,-0.241065
498,-0.0434184,0.0461284
499,0.139164,-0.0320489
500,-0.0088646,-0.0369954
501,0.0762407,0.242056
502,0.10219,0.0266952
503,0.10767,-0.0257293
504,-0.191896,-0.0327628
505,0.0319539,-0.221122
506,0.167235,0.0490719
507,0.22114,0.164142
508,0.0604915,0.218627
509,0.0618323,-0.0812231
510,0.124976,-0.0473114
511,-0.0200115,-0.228233
512,-0.0408264,-0.069834
513,0.0357077,-0.0597976
514,0.113158,0.181515
515,-0.0114783,0.199512
516,0.112656,0.0271424
517,-0.062089,-0.212946
518,-0.138011,-0.0775079
519,-0.130599,-0.137872
520,0.0594387,0.0481495
521,-0.0348587,-0.168676
522,-0.0643515,-0.0179453
523,0.102148,-0.138194
524,0.0572443,-0.0231704
525,-0.0570921,-0.0220749
526,-0.0188658,0.150711
527,-0.162355,0.206569
528,-0.145912,0.100804
529,0.0679949,-0.156183
530,-0.0523896,0.213918
531,-0.0660657,-0.0185653
532,-0.0533933,-0.123688
533,-0.206241,-0.0954244
534,-0.0924378,-0.0039004
535,0.212882,0.0885511
536,0.1539,0.0295553
537,-0.177201,0.219006
538,-0.14715,0.100395
539,0.157703,-0.0984572
540,0.130256,0.113599
541,0.0092247,0.116711
542,-0.204714,0.178077
543,0.142496,-0.0315896
544,0.0545997,0.0429526
545,-0.188494,0.0126492
546,-0.319883,-0.0323882
547,-0.122759,-0.0907466
548,-0.305492,0.0197572
549,0.0129296,0.142772
550,0.221765,0.255967
551,0.0485141,0.0851942
552,-0.0778029,-0.0221574
553,-0.0093629,0.0550685
554,0.0691527,0.0728579
555,0.166104,0.027178
556,-0.15775,0.260186
557,-0.135619,0.0132636
558,0.275178,0.144955
559,-0.0773661,0.0588877
560,0.0864404,0.0950683
561,0.161646,0.178739
562,-0.132714,-0.304062
563,-0.0415535,0.235773
564,-0.0635268,-0.185842
565,0.107957,0.0516555
566,0.0956527,0.206387
567,-0.069806,0.0749842
568,0.091389,0.122181
569,0.108859,0.248527
570,0.195057,-0.0591283
571,-0.0901156,0.0189898
572,0.291955,-0.191035
573,0.0753058,0.0787564
574,0.081724,0.16551
575,0.132436,0.114874
576,0.0137479,-0.271106
577,0.0619671,0.0113738
578,-0.0219758,-0.0917735
579,0.099858,0.128827
580,-0.0328706,0.161183
581,0.099365,-0.0585627
582,-0.239512,-0.0772095
583,0.218497,-0.0611361
584,-0.016727,-0.0185497
585,-0.0791299,-0.139559
586,0.198935,0.013145
587,0.268173,-0.114628
588,-0.196475,-0.194033
589,0.0205167,0.0307917
590,0.219814,-0.0649729
591,-0.0392686,0.0376755
592,0.0114351,0.198121
593,-0.0104993,-0.0878648
594,-0.0432091,-0.209393
595,-0.342568,-0.0294159
596,0.189318,0.175949
597,-0.0409096,0.061365
598,-0.178079,0.189101
599,0.158983,0.253181
600,-0.252175,0.170977
601,0.084478,-0.124625
602,0.055008,0.207419
603,-0.0621403,-0.239115
604,-0.103788,-0.348334
605,0.0464461,0.228191
606,0.0867739,-0.0813322
607,-0.0672599,-0.139761
608,-0.110207,0.0834526
609,0.234909,-0.130978
610,-0.137241,-0.048709
611,-0.213076,-0.0382263
612,0.0003842,0.0548928
613,-0.284942,-0.098254
614,0.210737,0.0432164
615,-0.064045,-0.0106972
616,0.157745,0.398746
617,0.136676,0.130546
618,0.339208,0.324083
619,-0.210543,-0.186163
620,0.14315,0.195395
621,-0.256464,-0.156069
622,0.396085,-0.0212325
623,0.038784,-0.0451013
624,-0.35596,-0.141186
625,-0.110296,0.0641016
626,0.248083,0.332371
627,0.268926,-0.100429
628,-0.065937,-0.080815
629,-0.127489,-0.121324
630,-0.0554489,-0.101381
631,0.11924,0.100476
632,0.090548,0.0405643
633,-0.131665,-0.204502
634,0.0607868,-0.116197
635,0.0247567,-0.0049497
636,-0.0843137,0.0842628
637,0.116766,0.140335
638,-0.103811,0.0994161
639,0.106624,0.0836335
640,-0.215034,-0.0769977
641,-0.215297,0.0300698
642,0.202094,0.0554262
643,0.196032,-0.280217
644,0.240017,0.105858
645,-0.015166,-0.0706148
646,-0.0664302,0.0227233
647,-0.208036,0.244023
648,-0.0633958,0.0491231
649,0.0654543,0.0244827
650,0.173638,-0.0460371
651,0.0266958,0.221511
652,-0.231784,-0.0328859
653,0.137389,0.0443778
654,-0.0336897,0.271274
655,-0.122068,0.0281171
656,-0.0588307,-0.162315
657,0.16292,-0.08775
658,0.0011711,0.169203
659,0.0074306,-0.254195
660,0.104183,0.0697582
661,-0.154608,0.205034
662,0.323482,0.1144
663,0.104098,0.206724
664,-0.1465,-0.11395
665,-0.0783957,-0.0175474
666,-0.125446,-0.216267
667,0.095958,-0.0680675
668,-0.0520224,0.0259633
669,-0.30575,-0.0269697
670,0.143386,-0.060555
671,-0.0122719,0.153921
672,-0.0495336,0.0069112
673,0.096132,0.0012446
674,-0.153138,0.211072
675,-0.378631,0.0830262
676,0.217309,0.134843
677,0.344077,0.2663
678,-0.173722,-0.151409
679,-0.0577515,0.137937
680,-0.110072,-0.11972
681,0.0315572,-0.255919
682,-0.268844,0.0080473
683,0.201559,0.0294171
684,-0.23319,-0.220333
685,0.110414,-0.0154624
686,-0.180776,-0.115876
687,0.330772,-0.158862
688,0.34217,-0.0131599
689,0.131902,-0.0155409
690,-0.114136,0.0127273
691,0.0631591,0.0279652
692,-0.0617353,0.0822849
693,0.176475,0.214033
694,-0.252429,0.0599259
695,0.0666933,-0.0053765
696,0.166634,0.196782
697,-0.0148946,-0.0386812
698,-0.0283091,0.0113458
699,-0.197814,-0.219718
700,-0.118027,0.0305897
701,0.184979,-0.0804287
702,-0.0089297,0.138717
703,0.245244,-0.0353947
704,0.0142959,-0.322976
705,0.0387471,0.398197
706,-0.186388,0.155457
707,-0.0933018,0.001866
708,-0.352064,0.0192006
709,0.0279461,-0.0798
710,0.0828227,-0.165688
711,0.0325074,0.0340929
712,0.0073792,-0.294041
713,-0.0956944,-0.141598
714,0.223726,-0.235871
715,-0.113875,-0.241412
716,0.0049476,-0.141782
717,0.0065341,-0.135338
718,0.114395,-0.100041
719,0.163948,0.313228
720,-0.221065,0.0673699
721,0.0053065,0.366511
722,0.0436834,0.141474
723,-0.101441,0.0100916
724,0.112162,-0.28072
725,-0.0345358,0.192638
726,-0.123317,0.101659
727,0.0772999,-0.123372
728,-0.354251,-0.116849
729,-0.272254,0.0926297
730,-0.0972983,-0.151624
731,0.0680452,-0.0633479
732,0.280507,0.206928
733,0.098434,0.0483089
734,-0.0194561,0.182986
735,0.024897,0.0927376
736,-0.0243132,0.135202
737,-0.307392,0.292101
738,0.262524,-0.0638864
739,0.111401,-0.100929
740,-0.207191,-0.0492789
741,0.001766,0.0501223
742,0.173446,0.357013
743,0.0418248,-0.0883271
744,0.102186,-0.173224
745,-0.164329,-0.283914
746,-0.0250762,-0.109145
747,-0.207506,0.0809198
748,-0.0580911,-0.0924455
749,-0.04501,0.0325921
750,0.124535,0.0100745
751,-0.155293,0.123285
752,-0.124409,-0.131527
753,0.0669779,-0.152701
754,-0.0599557,-0.0987417
755,0.038637,-0.115666
756,-0.137583,0.148403
757,-0.0238618,0.0208334
758,0.157088,-0.0615429
759,-0.266743,-0.0862606
760,-0.0107729,-0.136754
761,0.121194,0.0711812
762,-0.158103,0.0212433
763,-0.0407573,-0.0586487
764,-0.145972,-0.085371
765,0.0670562,-0.0102478
766,-0.264509,0.271071
767,-0.182962,0.135659
768,-0.0273241,-0.192141
769,0.251516,-0.273458
770,-0.0125268,0.0848495
771,0.0839185,0.0315756
772,-0.0322087,0.0719447
773,0.0660236,-0.274031
774,0.0047432,0.0590155
775,0.186681,-0.0215728
776,-0.243359,-0.159708
777,-0.211893,-0.151112
778,0.149134,-0.0133138
779,-0.177855,0.0222635
780,-0.106244,-0.0173466
781,-0.0152474,0.219351
782,-0.0104946,0.0031993
783,0.224988,-0.119794
784,-0.16988,-0.151569
785,-0.174381,0.0301901
786,0.098355,0.136791
787,0.0999054,-0.231481
788,0.081743,0.0747719
789,-0.264941,-0.198518
790,0.0769309,-0.120577
791,0.0422014,-0.0756699
792,-0.0049331,-0.179118
793,0.046632,-0.108284
794,0.0191692,0.0905366
795,-0.24705,0.242264
796,-0.092292,0.109819
797,0.0558459,0.208033
798,0.191798,-0.106328
799,-0.159945,-0.39245
800,-0.033963,-0.324072
801,0.138607,-0.0008379
802,0.349465,-0.238646
803,0.0426858,-0.270035
804,-0.101819,0.0250551
805,-0.0167328,-0.0329613
806,-0.0072592,-0.0318249
807,0.0240118,-0.0678285
808,-0.069241,0.0470092
809,0.175688,-0.351932
810,-0.125532,0.036231
811,-0.0759056,0.0183756
812,-0.0437602,0.284725
813,-0.309964,-0.403543
814,0.0647352,0.148889
815,0.184986,0.167524
816,-0.198454,-0.0088228
817,0.0746473,-0.0509142
818,0.149984,0.0424932
819,-0.202072,0.138677
820,-0.106716,0.162905
821,0.134742,-0.0229246
822,0.097501,0.0581561
823,-0.125621,0.190045
824,0.0668836,0.259401
825,-0.292014,0.0039556
826,-0.167563,0.109733
827,0.0139682,-0.189253
828,-0.224103,-0.110017
829,-0.0848059,-0.0862784
830,-0.227922,0.0718056
831,-0.245985,0.0639771
832,-0.041169,-0.185009
833,-0.0939469,0.357712
834,0.128737,0.148504
835,0.246222,-0.138438
836,0.11932,-0.029587
837,-0.0572701,-0.0751805
838,0.0015475,0.0179402
839,-0.0446333,-0.0788844
840,0.0711974,0.138366
841,-0.0865912,0.185412
842,-0.258181,-0.130424
843,-0.0583123,-0.158034
844,-0.168992,-0.0945161
845,0.0211696,-0.20257
846,0.254021,0.0918955
847,0.21283,-0.012799
848,0.0465752,-0.388934
849,-0.0507151,0.146282
850,-0.31274,-0.0487376
851,-0.183175,-0.152296
852,-0.152142,0.0296755
853,-0.0282984,-0.0856632
854,0.180148,0.0725771
855,0.171253,0.0646378
856,0.0151473,-0.293451
857,0.0119819,0.034537
858,-0.0427596,0.0603656
859,-0.0851829,-0.199621
860,-0.14397,-0.0861746
861,0.059895,-0.147985
862,-0.147458,0.112881
863,0.23322,-0.0219744
864,-0.0715969,0.113981
865,-0.279635,-0.175369
866,0.0627632,0.0702609
867,-0.219542,0.118911
868,-0.177059,0.0195718
869,-0.106641,0.40361
870,0.114211,-0.05114
871,0.107921,0.136191
872,-0.171343,0.0254887
873,0.199386,-0.237571
874,0.169955,0.101919
875,-0.023071,-0.0037297
876,-0.211074,0.198683
877,0.1202,0.0398093
878,-0.0909832,-0.20586
879,-0.119841,0.0996108
880,-0.110135,0.104627
881,-0.2216,0.0506391
882,0.195733,-0.160152
883,0.256627,-0.0291176
884,-0.215953,0.097288
885,-0.237297,-0.0545064
886,-0.20939,0.0848474
887,0.123502,0.0469289
888,0.0345182,-0.0110848
889,0.0126454,0.0081079
890,-0.263488,-0.0128509
891,-0.0495534,-0.0274448
892,0.108504,-0.133027
893,-0.275537,0.0062591
894,-0.113478,-0.204834
895,0.0742923,0.132698
896,-0.207054,-0.322453
897,-0.217474,-0.241598
898,0.183587,0.284539
899,0.226177,0.0825896
900,-0.152479,0.0899631
901,0.0790858,0.0941912
902,0.235885,-0.0681551
903,-0.0936681,0.092889
904,0.0468933,-0.0634383
905,-0.19698,-0.160842
906,0.0125292,0.0368597
907,-0.072429,0.0645042
908,-0.0380838,-0.187652
909,0.0634053,0.0566914
910,0.0575868,-0.0094273
911,0.04251,0.0352513
912,-0.0445347,-0.0918108
913,0.215022,0.0672836
914,0.14017,-0.0856531
915,0.18007,-0.040029
916,0.0051935,-0.166942
917,0.177969,-0.0450799
918,-0.0194821,0.164734
919,-0.0701468,0.154134
920,-0.19465,0.0080215
921,0.129967,-0.0149663
922,0.149255,-0.0196439
923,-0.0580456,0.209141
924,-0.172783,-0.278023
925,0.215961,-0.113122
926,0.0310701,-0.026509
927,0.25219,0.0400528
928,0.102557,0.0614216
929,0.192031,-0.0793789
930,0.162538,-0.136792
931,0.264033,0.162576
932,-0.0951902,0.302417
933,-0.132053,-0.123498
934,0.0707875,0.0255094
935,0.156743,-0.0283603
936,0.0185432,-0.0020195
937,0.197371,-0.0434069
938,0.13725,0.214273
939,0.306028,-0.146194
940,0.0563808,-0.0867351
941,-0.193976,0.0321588
942,0.107167,0.0775047
943,-0.0786621,-0.0222188
944,-0.143589,-0.0166509
945,-0.287612,-0.125155
946,-0.0140263,-0.307275
947,0.192383,-0.0889602
948,-0.0124387,0.0541493
949,0.0101493,-0.297546
950,-0.155475,0.231763
951,-0.303298,0.0499698
952,-0.135622,-0.0281246
953,-0.0356415,-0.199403
954,0.019471,-0.0920929
955,0.0293864,0.0408376
956,-0.157896,0.0187297
957,-0.199299,-0.190363
958,0.0410976,0.217144
959,-0.131157,0.283541
960,0.0492226,-0.109681
961,0.181865,0.0951993
962,0.398943,0.122391
963,0.122044,-0.0826598
964,0.0733197,-0.0823598
965,0.0974001,0.0197027
966,0.010756,0.0874585
967,0.0525657,0.0727043
968,0.0162985,0.0317926
969,0.0496904,-0.102662
970,0.123193,-0.0104311
971,0.0309987,0.155099
972,-0.0468139,-0.121766
973,0.28575,0.0469697
974,0.0489162,0.19478
975,0.0522419,0.0913895
976,-0.0118087,0.0924978
977,-0.123773,0.0893197
978,0.0037112,-0.0553237
979,0.110319,-0.199364
980,-0.211163,0.226671
981,-0.096536,-0.145939
982,-0.243299,-0.2221
983,-0.105016,-0.0723551
984,-0.13486,0.193704
985,0.0484034,0.130518
986,-0.0226595,0.0725225
987,0.133479,-0.178333
988,0.144617,-0.0898944
989,0.176323,-0.0072511
990,0.161751,0.068701
991,-0.157747,0.0298498
992,-0.0611284,-0.281286
993,-0.0499777,0.0434212
994,-0.276412,0.151197
995,-0.232608,0.26735
996,0.0503464,0.294579
997,0.166313,0.16297
998,-0.219381,0.0722551
999,0.242262,0.142932
1000,0.331744,0.0663813
1001,-0.0023673,-0.0839775
1002,-0.0358102,-0.0062319
1003,-0.000532899,0.0194469
1004,0.008861,-0.0642811
1005,0.160884,0.0576647
1006,0.287634,-0.100983
1007,0.152205,0.104906
1008,-0.143078,0.154219
1009,0.095479,0.155792
